acct_no,pay_dt,amt_recd,emi_due,brnch,mode,receipt_no
LN100297,02/01/2025,141956,141956,"Mumbai - Bandra",Auto Debit,RCP600652
LN100297,03/03/2025,141956,141956,"Mumbai - Bandra",Cheque,RCP600653
LN100298,05/30/2024,40481,40481,"Pune - Kothrud",Cash,RCP600654
LN100298,06/29/2024,0,40481,"Pune - Kothrud",NEFT,RCP600655
LN100298,07/29/2024,40481,40481,"Pune - Kothrud",UPI,RCP600656
LN100299,12/25/2025,70716,70716,"Pune - Hinjewadi",ACH,RCP600657
LN100300,12/02/2024,32822,32822,"Mumbai - Andheri",NEFT,RCP600658
LN100302,06/06/2025,"6,634",13268,"Mumbai - Andheri",ACH,RCP600659
LN100303,01/29/2025,96944,96944,"Mumbai - Bandra",Cash,RCP600660
LN100303,02/28/2025,96944,96944,"Mumbai - Bandra",ACH,RCP600661
LN100303,03/30/2025,48472,96944,"Mumbai - Bandra",UPI,RCP600662
LN100305,06/09/2025,50152,50152,"Hyderabad - Gachibowli",NEFT,RCP600663
LN100305,07/09/2025,50152,50152,"Hyderabad - Gachibowli",UPI,RCP600664
LN100306,12/17/2025,"1,10,409",110409,"Pune - Hinjewadi",Cash,RCP600665
LN100307,11/12/2024,"58,199",58199,"Hyderabad - Gachibowli",ACH,RCP600666
LN100307,12/12/2024,58199,58199,"Hyderabad - Gachibowli",Cheque,RCP600667
LN100307,01/11/2025,58199,58199,"Hyderabad - Gachibowli",UPI,RCP600668
LN100307,02/10/2025,"58,199",58199,"Hyderabad - Gachibowli",UPI,RCP600669
LN100308,06/14/2025,"97,420",97420,"Pune - Hinjewadi",NEFT,RCP600670
LN100308,07/14/2025,48710,97420,"Pune - Hinjewadi",Auto Debit,RCP600671
LN100308,08/13/2025,97420,97420,"Pune - Hinjewadi",Auto Debit,RCP600672
LN100308,09/12/2025,97420,97420,"Pune - Hinjewadi",Auto Debit,RCP600673
LN100309,01/31/2025,71227,142454,"Pune - Hinjewadi",NEFT,RCP600674
LN100309,03/02/2025,142454,142454,"Pune - Hinjewadi",UPI,RCP600675
LN100309,04/01/2025,142454,142454,"Pune - Hinjewadi",Cash,RCP600676
LN100310,07/12/2025,48320,48320,"Hyderabad - Gachibowli",Auto Debit,RCP600677
LN100311,09/23/2025,100292,100292,"Bengaluru - Indiranagar",Auto Debit,RCP600678
LN100311,10/23/2025,100292,100292,"Bengaluru - Indiranagar",Auto Debit,RCP600679
LN100312,10/27/2024,11990,23979,"Pune - Kothrud",Auto Debit,RCP600680
LN100312,11/26/2024,"23,979",23979,"Pune - Kothrud",ACH,RCP600681
LN100313,11/16/2024,9835,9835,"Lucknow - Hazratganj",ACH,RCP600682
LN100313,12/16/2024,"4,918",9835,"Lucknow - Hazratganj",Cheque,RCP600683
LN100313,01/15/2025,9835,9835,"Lucknow - Hazratganj",ACH,RCP600684
LN100313,02/14/2025,9835,9835,"Lucknow - Hazratganj",Cheque,RCP600685
LN100314,10/19/2024,"15,925",31850,"Pune - Hinjewadi",Cheque,RCP600686
LN100314,11/18/2024,"15,925",31850,"Pune - Hinjewadi",ACH,RCP600687
LN100314,12/18/2024,31850,31850,"Pune - Hinjewadi",Cash,RCP600688
LN100314,01/17/2025,"31,850",31850,"Pune - Hinjewadi",Cheque,RCP600689
LN100315,03/22/2025,"59,948",119896,"Bengaluru - Indiranagar",NEFT,RCP600690
LN100315,04/21/2025,119896,119896,"Bengaluru - Indiranagar",Cash,RCP600691
LN100315,05/21/2025,119896,119896,"Bengaluru - Indiranagar",UPI,RCP600692
LN100316,09/24/2024,131727,131727,"Jaipur - Malviya Nagar",Auto Debit,RCP600693
LN100316,10/24/2024,131727,131727,"Jaipur - Malviya Nagar",ACH,RCP600694
LN100316,11/23/2024,"1,31,727",131727,"Jaipur - Malviya Nagar",Auto Debit,RCP600695
LN100317,04/24/2024,"84,590",84590,"Pune - Hinjewadi",Cheque,RCP600696
LN100317,05/24/2024,84590,84590,"Pune - Hinjewadi",Cheque,RCP600697
LN100317,06/23/2024,84590,84590,"Pune - Hinjewadi",Auto Debit,RCP600698
LN100317,07/23/2024,"84,590",84590,"Pune - Hinjewadi",Auto Debit,RCP600699
LN100318,12/02/2025,45593,45593,"Lucknow - Hazratganj",NEFT,RCP600700
LN100319,10/01/2024,"56,401",56401,"Jaipur - Malviya Nagar",UPI,RCP600701
LN100319,10/31/2024,56401,56401,"Jaipur - Malviya Nagar",UPI,RCP600702
LN100320,05/03/2024,"15,606",31211,"Mumbai - Bandra",NEFT,RCP600703
LN100320,06/02/2024,31211,31211,"Mumbai - Bandra",UPI,RCP600704
LN100321,04/19/2024,71951,71951,"Mumbai - Bandra",Auto Debit,RCP600705
LN100321,05/19/2024,"71,951",71951,"Mumbai - Bandra",Auto Debit,RCP600706
LN100321,06/18/2024,71951,71951,"Mumbai - Bandra",NEFT,RCP600707
LN100322,10/26/2025,152626,152626,"Pune - Hinjewadi",UPI,RCP600708
LN100322,11/25/2025,"1,52,626",152626,"Pune - Hinjewadi",Cash,RCP600709
LN100323,02/26/2025,70759,70759,"Mumbai - Andheri",NEFT,RCP600710
LN100323,03/28/2025,70759,70759,"Mumbai - Andheri",Cash,RCP600711
LN100324,10/10/2024,9858,9858,"Mumbai - Andheri",Auto Debit,RCP600712
LN100324,11/09/2024,9858,9858,"Mumbai - Andheri",NEFT,RCP600713
LN100324,12/09/2024,9858,9858,"Mumbai - Andheri",Cheque,RCP600714
LN100324,01/08/2025,9858,9858,"Mumbai - Andheri",Cash,RCP600715
LN100325,01/17/2025,59281,118562,"Pune - Hinjewadi",NEFT,RCP600716
LN100326,08/14/2024,"70,109",140218,"Pune - Kothrud",ACH,RCP600717
LN100326,09/13/2024,140218,140218,"Pune - Kothrud",UPI,RCP600718
LN100326,10/13/2024,140218,140218,"Pune - Kothrud",Cheque,RCP600719
LN100326,11/12/2024,140218,140218,"Pune - Kothrud",NEFT,RCP600720
LN100328,12/10/2024,"37,448",37448,"Mumbai - Andheri",Cash,RCP600721
LN100328,01/09/2025,18724,37448,"Mumbai - Andheri",Auto Debit,RCP600722
LN100328,02/08/2025,37448,37448,"Mumbai - Andheri",NEFT,RCP600723
LN100328,03/10/2025,"37,448",37448,"Mumbai - Andheri",Auto Debit,RCP600724
LN100329,09/16/2025,124419,124419,"Bengaluru - Whitefield",Cash,RCP600725
LN100329,10/16/2025,124419,124419,"Bengaluru - Whitefield",Cash,RCP600726
LN100329,11/15/2025,"1,24,419",124419,"Bengaluru - Whitefield",NEFT,RCP600727
LN100330,01/21/2025,31736,31736,"Jaipur - Malviya Nagar",UPI,RCP600728
LN100330,02/20/2025,31736,31736,"Jaipur - Malviya Nagar",UPI,RCP600729
LN100331,04/20/2025,28597,28597,"Pune - Hinjewadi",UPI,RCP600730
LN100333,02/26/2025,100647,100647,"Hyderabad - Gachibowli",NEFT,RCP600731
LN100333,03/28/2025,"1,00,647",100647,"Hyderabad - Gachibowli",NEFT,RCP600732
LN100333,04/27/2025,"1,00,647",100647,"Hyderabad - Gachibowli",Cheque,RCP600733
LN100334,07/31/2024,24761,24761,"Mumbai - Andheri",Cash,RCP600734
LN100334,08/30/2024,"24,761",24761,"Mumbai - Andheri",NEFT,RCP600735
LN100334,09/29/2024,24761,24761,"Mumbai - Andheri",Cash,RCP600736
LN100335,05/24/2024,51691,51691,"Jaipur - Malviya Nagar",Cheque,RCP600737
LN100336,07/10/2024,"4,053",8105,"Chennai - T Nagar",ACH,RCP600738
LN100336,08/09/2024,"8,105",8105,"Chennai - T Nagar",UPI,RCP600739
LN100336,09/08/2024,8105,8105,"Chennai - T Nagar",Cheque,RCP600740
LN100338,03/16/2024,50133,50133,"Jaipur - Malviya Nagar",Cheque,RCP600741
LN100338,04/15/2024,"50,133",50133,"Jaipur - Malviya Nagar",Auto Debit,RCP600742
LN100338,05/15/2024,50133,50133,"Jaipur - Malviya Nagar",NEFT,RCP600743
LN100338,06/14/2024,"25,067",50133,"Jaipur - Malviya Nagar",Cash,RCP600744
LN100339,08/23/2024,81331,81331,"Bengaluru - Whitefield",Cash,RCP600745
LN100339,09/22/2024,81331,81331,"Bengaluru - Whitefield",Auto Debit,RCP600746
LN100339,10/22/2024,81331,81331,"Bengaluru - Whitefield",ACH,RCP600747
LN100340,04/14/2024,96972,96972,"Mumbai - Bandra",Cheque,RCP600748
LN100340,05/14/2024,96972,96972,"Mumbai - Bandra",Cash,RCP600749
LN100341,05/23/2025,3485,3485,"Hyderabad - Gachibowli",ACH,RCP600750
LN100342,04/02/2024,188918,188918,"Lucknow - Hazratganj",UPI,RCP600751
LN100342,05/02/2024,"1,88,918",188918,"Lucknow - Hazratganj",ACH,RCP600752
LN100343,01/24/2025,9480,9480,"Jaipur - Malviya Nagar",Auto Debit,RCP600753
LN100343,02/23/2025,9480,9480,"Jaipur - Malviya Nagar",NEFT,RCP600754
LN100343,03/25/2025,"9,480",9480,"Jaipur - Malviya Nagar",UPI,RCP600755
LN100343,04/24/2025,"9,480",9480,"Jaipur - Malviya Nagar",UPI,RCP600756
LN100344,04/09/2024,35582,71164,"Chennai - T Nagar",NEFT,RCP600757
LN100344,05/09/2024,71164,71164,"Chennai - T Nagar",Cheque,RCP600758
LN100345,06/13/2025,55383,55383,"Chennai - T Nagar",Cash,RCP600759
LN100345,07/13/2025,"55,383",55383,"Chennai - T Nagar",ACH,RCP600760
LN100346,12/31/2024,82715,82715,"Jaipur - Malviya Nagar",NEFT,RCP600761
LN100347,04/21/2024,"26,418",52835,"Jaipur - Malviya Nagar",Cheque,RCP600762
LN100347,05/21/2024,52835,52835,"Jaipur - Malviya Nagar",NEFT,RCP600763
LN100347,06/20/2024,52835,52835,"Jaipur - Malviya Nagar",ACH,RCP600764
LN100347,07/20/2024,52835,52835,"Jaipur - Malviya Nagar",Cash,RCP600765
LN100348,12/18/2024,21347,42693,"Jaipur - Malviya Nagar",ACH,RCP600766
LN100348,01/17/2025,42693,42693,"Jaipur - Malviya Nagar",Cheque,RCP600767
LN100348,02/16/2025,0,42693,"Jaipur - Malviya Nagar",ACH,RCP600768
LN100348,03/18/2025,0,42693,"Jaipur - Malviya Nagar",UPI,RCP600769
LN100349,03/28/2024,50972,50972,"Pune - Hinjewadi",Auto Debit,RCP600770
LN100350,04/03/2024,51566,51566,"Mumbai - Bandra",Cheque,RCP600771
LN100350,05/03/2024,51566,51566,"Mumbai - Bandra",Auto Debit,RCP600772
LN100351,11/26/2024,19723,19723,"Jaipur - Malviya Nagar",Auto Debit,RCP600773
LN100351,12/26/2024,19723,19723,"Jaipur - Malviya Nagar",Auto Debit,RCP600774
LN100351,01/25/2025,"19,723",19723,"Jaipur - Malviya Nagar",UPI,RCP600775
LN100352,01/21/2025,"0",82009,"Pune - Hinjewadi",NEFT,RCP600776
LN100354,10/11/2024,0,66774,"Pune - Kothrud",Cheque,RCP600777
LN100354,11/10/2024,"33,387",66774,"Pune - Kothrud",Cheque,RCP600778
LN100354,12/10/2024,0,66774,"Pune - Kothrud",NEFT,RCP600779
LN100357,06/26/2024,66135,66135,"Bengaluru - Indiranagar",NEFT,RCP600780
LN100357,07/26/2024,66135,66135,"Bengaluru - Indiranagar",Cheque,RCP600781
LN100357,08/25/2024,33068,66135,"Bengaluru - Indiranagar",UPI,RCP600782
LN100357,09/24/2024,66135,66135,"Bengaluru - Indiranagar",ACH,RCP600783
LN100358,08/04/2025,33133,33133,"Bengaluru - Indiranagar",NEFT,RCP600784
LN100358,09/03/2025,33133,33133,"Bengaluru - Indiranagar",Auto Debit,RCP600785
LN100358,10/03/2025,33133,33133,"Bengaluru - Indiranagar",UPI,RCP600786
LN100359,07/17/2025,241988,241988,"Mumbai - Andheri",UPI,RCP600787
LN100360,07/08/2025,"1,15,756",115756,"Pune - Kothrud",NEFT,RCP600788
LN100361,08/03/2024,"1,14,369",114369,"Pune - Kothrud",Cash,RCP600789
LN100361,09/02/2024,"1,14,369",114369,"Pune - Kothrud",UPI,RCP600790
LN100361,10/02/2024,114369,114369,"Pune - Kothrud",UPI,RCP600791
LN100361,11/01/2024,114369,114369,"Pune - Kothrud",Cheque,RCP600792
LN100362,09/19/2025,13510,13510,"Chennai - T Nagar",Cash,RCP600793
LN100362,10/19/2025,13510,13510,"Chennai - T Nagar",ACH,RCP600794
LN100363,11/17/2024,54683,54683,"Chennai - T Nagar",UPI,RCP600795
LN100363,12/17/2024,54683,54683,"Chennai - T Nagar",UPI,RCP600796
LN100363,01/16/2025,54683,54683,"Chennai - T Nagar",Cash,RCP600797
LN100364,04/24/2024,131871,131871,"Chennai - T Nagar",ACH,RCP600798
LN100364,05/24/2024,131871,131871,"Chennai - T Nagar",ACH,RCP600799
LN100364,06/23/2024,131871,131871,"Chennai - T Nagar",Cash,RCP600800
LN100364,07/23/2024,131871,131871,"Chennai - T Nagar",UPI,RCP600801
LN100365,07/20/2025,19973,19973,"Pune - Hinjewadi",Cheque,RCP600802
LN100365,08/19/2025,19973,19973,"Pune - Hinjewadi",Cash,RCP600803
LN100365,09/18/2025,9987,19973,"Pune - Hinjewadi",NEFT,RCP600804
LN100365,10/18/2025,19973,19973,"Pune - Hinjewadi",UPI,RCP600805
LN100366,10/01/2025,"1,58,580",158580,"Lucknow - Hazratganj",Auto Debit,RCP600806
LN100366,10/31/2025,158580,158580,"Lucknow - Hazratganj",Auto Debit,RCP600807
LN100366,11/30/2025,158580,158580,"Lucknow - Hazratganj",Auto Debit,RCP600808
LN100366,12/30/2025,"1,58,580",158580,"Lucknow - Hazratganj",Cash,RCP600809
LN100368,12/26/2024,"9,067",9067,"Mumbai - Bandra",Cash,RCP600810
LN100368,01/25/2025,"9,067",9067,"Mumbai - Bandra",ACH,RCP600811
LN100368,02/24/2025,9067,9067,"Mumbai - Bandra",Auto Debit,RCP600812
LN100368,03/26/2025,9067,9067,"Mumbai - Bandra",Cash,RCP600813
LN100369,07/15/2024,0,175528,"Pune - Hinjewadi",UPI,RCP600814
LN100369,08/14/2024,87764,175528,"Pune - Hinjewadi",Cash,RCP600815
LN100369,09/13/2024,175528,175528,"Pune - Hinjewadi",Auto Debit,RCP600816
LN100369,10/13/2024,0,175528,"Pune - Hinjewadi",ACH,RCP600817
LN100370,05/03/2025,80945,80945,"Pune - Kothrud",NEFT,RCP600818
LN100370,06/02/2025,80945,80945,"Pune - Kothrud",ACH,RCP600819
LN100371,05/25/2024,10023,10023,"Mumbai - Bandra",Cash,RCP600820
LN100371,06/24/2024,10023,10023,"Mumbai - Bandra",ACH,RCP600821
LN100371,07/24/2024,10023,10023,"Mumbai - Bandra",NEFT,RCP600822
LN100372,10/13/2024,85338,170676,"Mumbai - Bandra",ACH,RCP600823
LN100373,01/30/2025,72325,72325,"Bengaluru - Indiranagar",Cash,RCP600824
LN100373,03/01/2025,36163,72325,"Bengaluru - Indiranagar",ACH,RCP600825
LN100373,03/31/2025,"72,325",72325,"Bengaluru - Indiranagar",NEFT,RCP600826
LN100373,04/30/2025,72325,72325,"Bengaluru - Indiranagar",NEFT,RCP600827
LN100374,07/25/2024,9729,9729,"Pune - Hinjewadi",UPI,RCP600828
LN100374,08/24/2024,9729,9729,"Pune - Hinjewadi",NEFT,RCP600829
LN100374,09/23/2024,9729,9729,"Pune - Hinjewadi",Cash,RCP600830
LN100375,12/27/2024,13218,13218,"Jaipur - Malviya Nagar",NEFT,RCP600831
LN100375,01/26/2025,"13,218",13218,"Jaipur - Malviya Nagar",Cheque,RCP600832
LN100375,02/25/2025,13218,13218,"Jaipur - Malviya Nagar",Auto Debit,RCP600833
LN100376,08/03/2025,51066,51066,"Mumbai - Bandra",Auto Debit,RCP600834
LN100377,03/05/2024,10799,10799,"Mumbai - Bandra",UPI,RCP600835
LN100377,04/04/2024,10799,10799,"Mumbai - Bandra",Auto Debit,RCP600836
LN100377,05/04/2024,"10,799",10799,"Mumbai - Bandra",UPI,RCP600837
LN100377,06/03/2024,5400,10799,"Mumbai - Bandra",Cheque,RCP600838
LN100378,01/13/2025,51392,51392,"Lucknow - Hazratganj",NEFT,RCP600839
LN100379,03/30/2025,17203,17203,"Bengaluru - Indiranagar",ACH,RCP600840
LN100379,04/29/2025,"17,203",17203,"Bengaluru - Indiranagar",UPI,RCP600841
LN100379,05/29/2025,17203,17203,"Bengaluru - Indiranagar",ACH,RCP600842
LN100380,03/30/2024,"1,40,529",140529,"Bengaluru - Whitefield",Cheque,RCP600843
LN100380,04/29/2024,140529,140529,"Bengaluru - Whitefield",NEFT,RCP600844
LN100380,05/29/2024,140529,140529,"Bengaluru - Whitefield",ACH,RCP600845
LN100380,06/28/2024,140529,140529,"Bengaluru - Whitefield",ACH,RCP600846
LN100381,10/09/2025,51795,51795,"Mumbai - Bandra",ACH,RCP600847
LN100381,11/08/2025,"51,795",51795,"Mumbai - Bandra",Cash,RCP600848
LN100382,08/07/2025,130687,130687,"Mumbai - Bandra",Cash,RCP600849
LN100382,09/06/2025,65344,130687,"Mumbai - Bandra",UPI,RCP600850
LN100382,10/06/2025,130687,130687,"Mumbai - Bandra",Auto Debit,RCP600851
LN100382,11/05/2025,130687,130687,"Mumbai - Bandra",ACH,RCP600852
LN100384,01/31/2025,64618,64618,"Jaipur - Malviya Nagar",Cheque,RCP600853
LN100384,03/02/2025,0,64618,"Jaipur - Malviya Nagar",Auto Debit,RCP600854
LN100384,04/01/2025,"0",64618,"Jaipur - Malviya Nagar",Cheque,RCP600855
LN100385,05/15/2024,"18,240",18240,"Jaipur - Malviya Nagar",Cheque,RCP600856
LN100385,06/14/2024,18240,18240,"Jaipur - Malviya Nagar",Auto Debit,RCP600857
LN100385,07/14/2024,18240,18240,"Jaipur - Malviya Nagar",UPI,RCP600858
LN100386,09/08/2025,"35,866",35866,"Bengaluru - Indiranagar",Cash,RCP600859
LN100386,10/08/2025,35866,35866,"Bengaluru - Indiranagar",Cash,RCP600860
LN100386,11/07/2025,35866,35866,"Bengaluru - Indiranagar",Auto Debit,RCP600861
LN100387,03/26/2025,5092,5092,"Mumbai - Andheri",ACH,RCP600862
LN100388,07/25/2025,70088,70088,"Pune - Kothrud",Cheque,RCP600863
LN100388,08/24/2025,70088,70088,"Pune - Kothrud",UPI,RCP600864
LN100388,09/23/2025,70088,70088,"Pune - Kothrud",Cheque,RCP600865
LN100389,08/29/2024,392587,392587,"Jaipur - Malviya Nagar",Auto Debit,RCP600866
LN100390,09/28/2025,83996,83996,"Hyderabad - Gachibowli",NEFT,RCP600867
LN100390,10/28/2025,83996,83996,"Hyderabad - Gachibowli",NEFT,RCP600868
LN100390,11/27/2025,83996,83996,"Hyderabad - Gachibowli",Cash,RCP600869
LN100391,10/01/2025,"40,476",40476,"Chennai - T Nagar",Auto Debit,RCP600870
LN100391,10/31/2025,40476,40476,"Chennai - T Nagar",ACH,RCP600871
LN100391,11/30/2025,40476,40476,"Chennai - T Nagar",NEFT,RCP600872
LN100391,12/30/2025,40476,40476,"Chennai - T Nagar",NEFT,RCP600873
LN100392,03/15/2024,"33,444",33444,"Bengaluru - Whitefield",Auto Debit,RCP600874
LN100392,04/14/2024,16722,33444,"Bengaluru - Whitefield",UPI,RCP600875
LN100392,05/14/2024,33444,33444,"Bengaluru - Whitefield",Cash,RCP600876
LN100393,08/08/2024,23996,23996,"Bengaluru - Indiranagar",Auto Debit,RCP600877
LN100393,09/07/2024,23996,23996,"Bengaluru - Indiranagar",Cheque,RCP600878
LN100393,10/07/2024,11998,23996,"Bengaluru - Indiranagar",Cash,RCP600879
LN100394,07/07/2024,63949,63949,"Pune - Kothrud",NEFT,RCP600880
LN100394,08/06/2024,63949,63949,"Pune - Kothrud",Cash,RCP600881
LN100395,06/05/2025,"34,855",34855,"Mumbai - Andheri",Cash,RCP600882
LN100395,07/05/2025,34855,34855,"Mumbai - Andheri",NEFT,RCP600883
LN100395,08/04/2025,"34,855",34855,"Mumbai - Andheri",Cash,RCP600884
LN100395,09/03/2025,34855,34855,"Mumbai - Andheri",Cheque,RCP600885
LN100396,09/19/2025,"0",42450,"Bengaluru - Indiranagar",UPI,RCP600886
LN100396,10/19/2025,0,42450,"Bengaluru - Indiranagar",ACH,RCP600887
LN100396,11/18/2025,42450,42450,"Bengaluru - Indiranagar",Cheque,RCP600888
LN100397,08/21/2025,53300,53300,"Hyderabad - Gachibowli",Auto Debit,RCP600889
LN100397,09/20/2025,53300,53300,"Hyderabad - Gachibowli",UPI,RCP600890
LN100397,10/20/2025,53300,53300,"Hyderabad - Gachibowli",NEFT,RCP600891
LN100398,07/16/2025,76445,76445,"Bengaluru - Indiranagar",Cash,RCP600892
LN100398,08/15/2025,76445,76445,"Bengaluru - Indiranagar",NEFT,RCP600893
LN100398,09/14/2025,"76,445",76445,"Bengaluru - Indiranagar",Cash,RCP600894
LN100399,08/20/2024,"16,755",16755,"Chennai - T Nagar",Auto Debit,RCP600895
LN100399,09/19/2024,16755,16755,"Chennai - T Nagar",ACH,RCP600896
LN100399,10/19/2024,"8,378",16755,"Chennai - T Nagar",Cash,RCP600897
LN100400,05/16/2024,"22,794",22794,"Pune - Kothrud",Cash,RCP600898
LN100401,08/04/2024,"64,364",64364,"Hyderabad - Gachibowli",UPI,RCP600899
LN100401,09/03/2024,32182,64364,"Hyderabad - Gachibowli",Auto Debit,RCP600900
LN100401,10/03/2024,64364,64364,"Hyderabad - Gachibowli",ACH,RCP600901
LN100401,11/02/2024,"64,364",64364,"Hyderabad - Gachibowli",Auto Debit,RCP600902
LN100402,06/13/2025,43349,43349,"Lucknow - Hazratganj",Cash,RCP600903
LN100403,05/22/2024,17827,17827,"Hyderabad - Gachibowli",NEFT,RCP600904
LN100403,06/21/2024,"17,827",17827,"Hyderabad - Gachibowli",NEFT,RCP600905
LN100404,02/13/2025,100733,100733,"Bengaluru - Indiranagar",Cash,RCP600906
LN100405,07/25/2025,47449,47449,"Pune - Hinjewadi",ACH,RCP600907
LN100405,08/24/2025,47449,47449,"Pune - Hinjewadi",Auto Debit,RCP600908
LN100406,01/14/2025,"90,147",90147,"Pune - Hinjewadi",UPI,RCP600909
LN100406,02/13/2025,90147,90147,"Pune - Hinjewadi",Auto Debit,RCP600910
LN100406,03/15/2025,90147,90147,"Pune - Hinjewadi",UPI,RCP600911
LN100406,04/14/2025,90147,90147,"Pune - Hinjewadi",NEFT,RCP600912
LN100407,10/07/2025,39091,39091,"Pune - Hinjewadi",UPI,RCP600913
LN100407,11/06/2025,39091,39091,"Pune - Hinjewadi",ACH,RCP600914
LN100407,12/06/2025,39091,39091,"Pune - Hinjewadi",Auto Debit,RCP600915
LN100408,08/04/2024,18446,18446,"Bengaluru - Whitefield",NEFT,RCP600916
LN100408,09/03/2024,"18,446",18446,"Bengaluru - Whitefield",Auto Debit,RCP600917
LN100408,10/03/2024,"18,446",18446,"Bengaluru - Whitefield",Cash,RCP600918
LN100408,11/02/2024,18446,18446,"Bengaluru - Whitefield",Auto Debit,RCP600919
LN100409,06/01/2025,"10,791",10791,"Pune - Kothrud",Cash,RCP600920
LN100409,07/01/2025,10791,10791,"Pune - Kothrud",Cheque,RCP600921
LN100409,07/31/2025,10791,10791,"Pune - Kothrud",UPI,RCP600922
LN100409,08/30/2025,10791,10791,"Pune - Kothrud",Cheque,RCP600923
LN100410,09/03/2024,35875,35875,"Mumbai - Andheri",NEFT,RCP600924
LN100410,10/03/2024,35875,35875,"Mumbai - Andheri",NEFT,RCP600925
LN100410,11/02/2024,"35,875",35875,"Mumbai - Andheri",Cash,RCP600926
LN100411,10/24/2025,"96,128",96128,"Mumbai - Andheri",ACH,RCP600927
LN100411,11/23/2025,"48,064",96128,"Mumbai - Andheri",Auto Debit,RCP600928
LN100411,12/23/2025,"96,128",96128,"Mumbai - Andheri",Cheque,RCP600929
LN100412,05/06/2024,63896,63896,"Lucknow - Hazratganj",Cash,RCP600930
LN100412,06/05/2024,"31,948",63896,"Lucknow - Hazratganj",NEFT,RCP600931
LN100413,12/26/2024,68549,68549,"Chennai - T Nagar",NEFT,RCP600932
LN100413,01/25/2025,68549,68549,"Chennai - T Nagar",UPI,RCP600933
LN100413,02/24/2025,68549,68549,"Chennai - T Nagar",ACH,RCP600934
LN100413,03/26/2025,"68,549",68549,"Chennai - T Nagar",Auto Debit,RCP600935
LN100414,07/18/2025,47372,47372,"Pune - Hinjewadi",Auto Debit,RCP600936
LN100414,08/17/2025,23686,47372,"Pune - Hinjewadi",Cheque,RCP600937
LN100415,03/09/2025,9774,9774,"Bengaluru - Whitefield",Cash,RCP600938
LN100416,02/16/2024,127809,127809,"Chennai - T Nagar",Auto Debit,RCP600939
LN100417,03/31/2024,"85,442",85442,"Bengaluru - Whitefield",UPI,RCP600940
LN100418,04/24/2024,15975,31950,"Lucknow - Hazratganj",Auto Debit,RCP600941
LN100419,01/11/2025,108880,108880,"Jaipur - Malviya Nagar",Auto Debit,RCP600942
LN100419,02/10/2025,"1,08,880",108880,"Jaipur - Malviya Nagar",ACH,RCP600943
